timestamp,gpio0,gpio1,gpio2,gpio3
0.0023030666666666666,True,True,True,True
0.0023030666666666666,False,False,False,False
0.025394800000000002,False,False,False,False
0.025394800000000002,False,False,True,False
0.026361733333333335,False,False,True,False
0.026361733333333335,False,False,False,False
0.030393200000000002,False,False,False,False
0.030393200000000002,False,False,False,True
0.03449986666666667,False,False,False,True
0.03449986666666667,False,False,False,False
0.04057293333333333,False,False,False,False
0.04057293333333333,False,False,False,True
0.04063,False,False,False,True
0.04063,False,False,False,False
0.04596226666666667,False,False,False,False
0.04596226666666667,False,False,True,False
0.04688813333333333,False,False,True,False
0.04688813333333333,False,False,False,False
0.05138786666666667,False,False,False,False
0.05138786666666667,False,False,True,False
0.053318000000000004,False,False,True,False
0.053318000000000004,False,False,False,False
0.05734946666666667,False,False,False,False
0.05734946666666667,False,False,False,True
0.061544133333333334,False,False,False,True
0.061544133333333334,False,False,False,False
0.06764066666666667,False,False,False,False
0.06764066666666667,False,False,False,True
0.06773133333333334,False,False,False,True
0.06773133333333334,False,False,False,False
0.0730636,False,False,False,False
0.0730636,False,False,True,False
0.0749132,False,False,True,False
0.0749132,False,False,False,False
0.0794364,False,False,False,False
0.0794364,False,False,True,False
0.08233133333333334,False,False,True,False
0.08233133333333334,False,False,False,False
0.08636333333333333,False,False,False,False
0.08636333333333333,False,False,False,True
0.090646,False,False,False,True
0.090646,False,False,False,False
0.09676760000000001,False,False,False,False
0.09676760000000001,False,False,False,True
0.09689293333333333,False,False,False,True
0.09689293333333333,False,False,False,False
0.10222466666666667,False,False,False,False
0.10222466666666667,False,False,True,False
0.10499693333333333,False,False,True,False
0.10499693333333333,False,False,False,False
0.10954413333333334,False,False,False,False
0.10954413333333334,False,False,True,False
0.1134028,False,False,True,False
0.1134028,False,False,False,False
0.11743426666666668,False,False,False,False
0.11743426666666668,False,False,False,True
0.12180493333333334,False,False,False,True
0.12180493333333334,False,False,False,False
0.12794946666666668,False,False,False,False
0.12794946666666668,False,False,False,True
0.1281084,False,False,False,True
0.1281084,False,False,False,False
0.13344066666666668,False,False,False,False
0.13344066666666668,False,False,True,False
0.1371356,False,False,True,False
0.1371356,False,False,False,False
0.1417068,False,False,False,False
0.1417068,False,False,True,False
0.14652973333333333,False,False,True,False
0.14652973333333333,False,False,False,False
0.15056173333333334,False,False,False,False
0.15056173333333334,False,False,False,True
0.15502093333333333,False,False,False,True
0.15502093333333333,False,False,False,False
0.16119,False,False,False,False
0.16119,False,False,False,True
0.16138306666666666,False,False,False,True
0.16138306666666666,False,False,False,False
0.1667148,False,False,False,False
0.1667148,False,False,True,False
0.1713324,False,False,True,False
0.1713324,False,False,False,False
0.17592760000000002,False,False,False,False
0.17592760000000002,False,False,True,False
0.18171533333333334,False,False,True,False
0.18171533333333334,False,False,False,False
0.18574733333333335,False,False,False,False
0.18574733333333335,False,False,False,True
0.19029453333333335,False,False,False,True
0.19029453333333335,False,False,False,False
0.1964876,False,False,False,False
0.1964876,False,False,False,True
0.19671426666666667,False,False,False,True
0.19671426666666667,False,False,False,False
0.202046,False,False,False,False
0.202046,False,False,True,False
0.20758680000000002,False,False,True,False
0.20758680000000002,False,False,False,False
0.212206,False,False,False,False
0.212206,False,False,True,False
0.218958,False,False,True,False
0.218958,False,False,False,False
0.22299053333333335,False,False,False,False
0.22299053333333335,False,False,False,True
0.22759373333333333,False,False,False,True
0.22759373333333333,False,False,False,False
0.23381026666666668,False,False,False,False
0.23381026666666668,False,False,False,True
0.23407160000000002,False,False,False,True
0.23407160000000002,False,False,False,False
0.23940333333333333,False,False,False,False
0.23940333333333333,False,False,True,False
0.2458668,False,False,True,False
0.2458668,False,False,False,False
0.25051,False,False,False,False
0.25051,False,False,True,False
0.25822466666666666,False,False,True,False
0.25822466666666666,False,False,False,False
0.2622561333333333,False,False,False,False
0.2622561333333333,False,False,False,True
0.2669793333333333,False,False,False,True
0.2669793333333333,False,False,False,False
0.2732204,False,False,False,False
0.2732204,False,False,False,True
0.27351586666666666,False,False,False,True
0.27351586666666666,False,False,False,False
0.2788476,False,False,False,False
0.2788476,False,False,True,False
0.28623319999999997,False,False,True,False
0.28623319999999997,False,False,False,False
0.2909004,False,False,False,False
0.2909004,False,False,True,False
0.29958039999999997,False,False,True,False
0.29958039999999997,False,False,False,False
0.3036124,False,False,False,False
0.3036124,False,False,False,True
0.30842359999999996,False,False,False,True
0.30842359999999996,False,False,False,False
0.3146881333333333,False,False,False,False
0.3146881333333333,False,False,False,True
0.3150172,False,False,False,True
0.3150172,False,False,False,False
0.3203489333333333,False,False,False,False
0.3203489333333333,False,False,True,False
0.32865826666666664,False,False,True,False
0.32865826666666664,False,False,False,False
0.33334946666666665,False,False,False,False
0.33334946666666665,False,False,True,False
0.3429932,False,False,True,False
0.3429932,False,False,False,False
0.3470252,False,False,False,False
0.3470252,False,False,False,True
0.3518924,False,False,False,True
0.3518924,False,False,False,False
0.35818146666666667,False,False,False,False
0.35818146666666667,False,False,False,True
0.3585446666666666,False,False,False,True
0.3585446666666666,False,False,False,False
0.3638769333333333,False,False,False,False
0.3638769333333333,False,False,True,False
0.37310946666666667,False,False,True,False
0.37310946666666667,False,False,False,False
0.37782519999999997,False,False,False,False
0.37782519999999997,False,False,True,False
0.3884337333333333,False,False,True,False
0.3884337333333333,False,False,False,False
0.3924657333333333,False,False,False,False
0.3924657333333333,False,False,False,True
0.3974529333333333,False,False,False,True
0.3974529333333333,False,False,False,False
0.4037665333333333,False,False,False,False
0.4037665333333333,False,False,False,True
0.4041633333333333,False,False,False,True
0.4041633333333333,False,False,False,False
0.40949506666666663,False,False,False,False
0.40949506666666663,False,False,True,False
0.4196492,False,False,True,False
0.4196492,False,False,False,False
0.42438893333333333,False,False,False,False
0.42438893333333333,False,False,True,False
0.43596013333333333,False,False,True,False
0.43596013333333333,False,False,False,False
0.4399921333333333,False,False,False,False
0.4399921333333333,False,False,False,True
0.4450668,False,False,False,True
0.4450668,False,False,False,False
0.45140386666666665,False,False,False,False
0.45140386666666665,False,False,False,True
0.4518348,False,False,False,True
0.4518348,False,False,False,False
0.4571670666666666,False,False,False,False
0.4571670666666666,False,False,True,False
0.46824493333333334,False,False,True,False
0.46824493333333334,False,False,False,False
0.47300866666666663,False,False,False,False
0.47300866666666663,False,False,True,False
0.48554573333333334,False,False,True,False
0.48554573333333334,False,False,False,False
0.4895772,False,False,False,False
0.4895772,False,False,False,True
0.49473986666666664,False,False,False,True
0.49473986666666664,False,False,False,False
0.5011014666666667,False,False,False,False
0.5011014666666667,False,False,False,True
0.5015665333333333,False,False,False,True
0.5015665333333333,False,False,False,False
0.5068988000000001,False,False,False,False
0.5068988000000001,False,False,True,False
0.5188988,False,False,True,False
0.5188988,False,False,False,False
0.523686,False,False,False,False
0.523686,False,False,True,False
0.5371841333333334,False,False,True,False
0.5371841333333334,False,False,False,False
0.5412161333333334,False,False,False,False
0.5412161333333334,False,False,False,True
0.5464348,False,False,False,True
0.5464348,False,False,False,False
0.5528198666666667,False,False,False,False
0.5528198666666667,False,False,False,True
0.5533190666666667,False,False,False,True
0.5533190666666667,False,False,False,False
0.5586508,False,False,False,False
0.5586508,False,False,True,False
0.5715729333333334,False,False,True,False
0.5715729333333334,False,False,False,False
0.5763836,False,False,False,False
0.5763836,False,False,True,False
0.5908465333333334,False,False,True,False
0.5908465333333334,False,False,False,False
0.5948785333333334,False,False,False,False
0.5948785333333334,False,False,False,True
0.6002172,False,False,False,True
0.6002172,False,False,False,False
0.6066262666666667,False,False,False,False
0.6066262666666667,False,False,False,True
0.6071601333333334,False,False,False,True
0.6071601333333334,False,False,False,False
0.6124908,False,False,False,False
0.6124908,False,False,True,False
0.6263366666666667,False,False,True,False
0.6263366666666667,False,False,False,False
